id;CourseCode;Name;DepartmentName;SemesterName;SemesterType;ECTS;Description;TeachingLanguage;Prerequisite
39;T-808-NOLI;Notkun líkana við stjórnun;Verkfræðideild;Haustönn 2022;12V;8;"<p>Námskeið þetta er hugsað sem síðasta námskeið á sviði aðgerðarannsókna og rekstrarstjórnunar. Ekki verður nema að litlu leiti farið í nýjar aðferðir heldur er markmiðið að þjálfa nemendur í að hanna og nota reiknilíkön aðgerðarannsókna í stjórnun&nbsp;við raunhæfar aðstæður. Í hverri lotu verður tekið fyrir eitt sérsvið stjórnunar, hlutverk viðkomandi stjórnanda greint og þarfir hans fyrir útreikninga og leitast við að koma auga á möguleika hans til að nýta sér reiknilíkön meira en gert er í dag. Þessi sérsvið eru markaðsstjórnun, innkaupa og birgðastjórnun, framleiðslustjórnun, stjórnun vörudreifingar, þjónustustjórnun, fjármálastjórnun, gæðastjórnun, framkvæmdastjórnun og loks stjórnun í opinberri stjórnsýslu. Í þetta fara 8 lotur/tímar og er einu heimaverkefni skilað eftir hverja lotu. Jafnframt leysa nemendur í hópvinnu eitt sjálfvalið raunhæft verkefni. &nbsp;</p><p><strong>Lesefni:</strong> &nbsp; Notuð verður eftirfarandi bók : &nbsp; &nbsp;„Management Science Modeling“ by Winston &amp; Albright &nbsp; Ath að bókinni er ekki fylgt frá einum kafla til annars, enda eru efnistök hennar öðruvísi skipulögð en í námskeiðinu. &nbsp; Sem ítarefni er bent á bókina „Optimization in Operations Research“ by Ronald L. Rardin. &nbsp;</p><p><strong>Forkröfur: </strong> <strong>&nbsp;</strong> Góð þekking á Aðgerðarannsóknum og Rekstrarstjórnun, þ.á.m. námskeið eins og Aðgerðarannsóknir, Hermun, Rekstur og stjórnun&nbsp; eða hliðstæð kunnátta úr öðrum námskeiðum. Gert er ráð fyrir að nemendur hafi þegar lært aðferðir aðgerðarannsókna eins og línuleg bestun, hermun, netlíkön, biðraðafræði, spálíkön, heiltölubestun, ólínuleg bestun, ákvarðanafræði o.þ.h. Einnig að þeir hafi kynnst einhverjum þáttum rekstrarstjórnunar svo sem gæðastjórnun, framleiðslustjórnun, verkefnastjórnun og fjármálastjórnun. &nbsp; &nbsp; &nbsp;</p>";Enska;1
40;T-809-DATA;Gagnanám og vitvélar;Verkfræðideild;Haustönn 2022;12V;8;<p>Pattern recognition system, classifier design cycle and learning. Statistical pattern recognition, Bayesian decision theory, maximum likelihood and Bayesian parameter estimation. Linear models for classification. Principal component analysis. Multilayer neural networks. Nonparametric methods: k-nearest neighbours and Parzen kernels. Kernel methods and support vector machines. Unsupervised classification, K-means clustering, Gaussian mixture models and expectation maximization. Combination of classifiers, bagging and boosting.</p>;Enska;0
41;T-810-OPTI;Bestunaraðferðir;Verkfræðideild;Haustönn 2022;12V;8;"<p><strong>Level of course:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Undergraduate (First cycle), advanced / 4. Graduate (Second cycle), introductory.<br><strong>Type of course: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Core in MSc Engineering Management and MSc Financial Engineering, elective in other &nbsp;programmes.<br><strong>Mandatory prerequisites: </strong>Operation Research (T-403-ADGE).</p><p>Overview and approach: This course introduces the principal algorithms for linear, network, discrete, nonlinear, dynamic optimization and optimal control. Emphasis is on methodology and the underlying mathematical structures. Topics include the simplex method, network flow methods, branch and bound and cutting plane methods for discrete optimization, optimality conditions for nonlinear optimization, interior point methods for convex optimization, Newton´s method, heuristic methods, and dynamic programming and optimal control methods.</p><p><strong>Reading material:&nbsp; </strong>Hillier and Lieberman, <em>Introduction to Operations Research,</em> 10th Edition, Pearson 2014.</p>";Enska;1
42;T-811-PROB;Hagnýt líkindafræði;Verkfræðideild;Haustönn 2022;12V;8;"<p>This course will start by recalling some basic concepts in probability theory. Important discrete and continuous probability distributions will be introduced and applied to concrete problems. &nbsp;The concepts of expectations, variances and covariances will be introduced and applied to selected problems. The importance of the theorem of large numbers, central limit theorem and the consequences of these will be introduced. Markov chains will be discussed as well as Poisson and death – birth processes with several applications, including queueing theory. Basic stochastic processes such as Brownian motion and Wiener processes and their important role in the modelling and management of uncertainty will be discussed. Throughout the course examples and applications to various practical problems will be considered.&nbsp;</p>";Enska;1
43;T-814-FINA;Fjármálaverkfræði fyrirtækja;Verkfræðideild;Haustönn 2022;12V;8;"<p>We analyse financial variables that critically contribute to corporate value creation. Different valuation models will be introduced and applied to realistic scenarios. They include: enterprise discounted cash flow; discounted economic profit; adjusted present value; capital cash flow and equity cash flow. &nbsp; We will discuss how capital structure impacts on the firm’s return-risk profile and the probability that the firm defaults on its financial commitments. The CAPM will be linked with the theory of options and the resulting structure used to evaluate the credit risk a leveraged firm exposes to its equity and debt providers. In addition to equity and debt financing we will discuss other alternatives such as convertible bonds or instruments with pay-outs that reflect the level of some important market indices.&nbsp;<br>&nbsp;<br>The course starts by analysing investment decisions under different levels of uncertainty. Decision trees and real options will be compared with NPV and IRR methods and their superiority demonstrated with several practical examples. The course continues with an extensive discussion of capital structure and its impact on the firm’s risk – return profile as well as its likelihood to default on its debt. The relationship between various important corporate value drivers will be analysed and their impact on the enterprise value discussed. &nbsp;A detailed analysis of the relationship between the CAPM and option theory will be presented and applied to the valuation of corporate assets.&nbsp;</p>";Enska;1
44;T-814-PROD;"Samhæfð vöruþróun; kerfi og ferlar";Verkfræðideild;Haustönn 2022;12V;8;<p>Fjallað verður um verkfræðilega nálgun við nýsköpun og frumkvöðlafræði í fyrirlestrum og verkefni unnið í starfandi fyrirtæki.<br>Með auknu frelsi í viðskiptum og alþjóðavæðingu eykst samkeppni á milli fyrirtækja. Jafnframt gera neytendur sífellt auknar kröfur um nýjar lausnir og tækniþróunin leiðir til úreldingar lausna. Aðstæður sem þessar kalla á stöðuga nýsköpun í rekstri fyrirtækja og skilning á eðli nýsköpunar og frumkvöðlafræða.<br>Nýsköpun er ekki aðeins nauðsynleg í hátæknifyrirtækjum heldur öllum fyrirtækjum sem ætla að lifa og dafna.<br>Í námsskeiðinu er farið yfir nýsköpun og nýsköpunarhæfni fyrirtækja út frá markaðslegum, tæknilegum/verkfræðilegum, skipulagslegum og fjárhagslegum forsendum. Fjallað verður um hugtökin nýsköpun og frumkvöðlafræði og þýðing þeirra í nútíma rekstri útskýrð og sett í samhengi við árangur. Einnig verður fjallað um þekkingarverðmæti, hugverkavernd og einkaleyfi (intellectual property rights). Þá verður fjallað um alþjóðavæðingu og áhrif hennar á nýsköpunarferlið.<br>Sérstök áhersla verður lögð á kerfisbundna uppbyggingu þeirra verkferla er tengjast nýsköpun og verkefni unnið í starfandi fyrirtæki á því sviði.</p>;Enska;0
45;T-815-FIXE;Skuldabréfagreining og vaxtalíkön;Verkfræðideild;Haustönn 2022;12V;8;"<p>Í þessum kúrs verður farið yfir helstu eiginleika skuldabréfa og annarra eigna sem hafa verð sem tengist þróun vaxta og verðbólgu. Mismunandi tegundir skuldabréfa verða tekin fyrir svo sem kúlubréf, arðgreiðslu bréf og bréf sem greiða fastan arð eða arð sem tengist þróun vaxta eða valinna vísitalna. Eins verða rædd skuldabréf með innbyggðum kaup – eða sölurétti eða möguleika til að breyta þeim í hlutabréf. Rædd verða mismunandi líkön fyrir vaxtaferilinn og eins aðferðir til að setja hann saman með því að styðjast við markaðsverð mismunandi vaxtaverkfæra. Við ræðum nokkur mikilvæg atriði sem tengjast áhættustýringu eignasafns af skuldabréfum. Sýnt verður hvernig notast er við Value at risk, duration og convexity til að magnsetja og stýra áhættu sem fylgir skuldabréfaeignasafni. Afnæmisaðgerðir fyrir söfn skuldabréfa verða innleiddar og þær notaðar til að hanna söfn sem standa undir framtíðar greiðsluskuldbindingum. Aðferðir til að áhættustýra verðbólgu verða kynntar og tekin verða dæmi sem notast við verðbólgutryggð skuldabréf og/eða verðbólgutengda skiptasamninga. Í lokin verða rædd mismunandi slembilíkön fyrir greiningu skuldabréfa og vaxtaferla. Kynnt verða bæði tvíliða tré og samfelldir slembiferlar í tengslum við nokkur vel þekkt vaxtalíkön, s.s. þau sem eru kennd við Vasicek, Hull-White, Ho-Lee og Black-Derman-Toy. Þessum líkönum verður beitt til að hanna vaxtaferilinn og eins til að verðleggja skuldabréf og vaxtaafleiðusamninga &nbsp;<br></p>";Enska;0
46;T-828-BIOM;Lífaflfræði II;Verkfræðideild;Haustönn 2022;12V;8;<p><br></p>;Enska;0
47;T-862-IMAG;Myndgerð að líkönum;Verkfræðideild;Haustönn 2022;12V;8;"<p><strong>Level of course:</strong> 5. Second cycle, intermediate.<br><strong>Type of course:&nbsp; </strong>Core for MSc Biomedical Engineering.<br><strong>Prerequisites: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>BSc degree in biomedical engineering.&nbsp;&nbsp;&nbsp; That&nbsp; means&nbsp; adequate coverage&nbsp; of&nbsp; mathematics,&nbsp; physics&nbsp; including&nbsp; modern&nbsp; physics&nbsp; and&nbsp; physiology.&nbsp; Students should&nbsp; also have&nbsp; knowledge&nbsp; in&nbsp; electrical&nbsp; theory,&nbsp; electronics,&nbsp; automatic&nbsp; control&nbsp; theory,&nbsp; computers and signal processing.&nbsp;&nbsp;&nbsp;</p><p><br></p><p>The main theme in imaging is tomography as realised in computer tomography (CT), magnetic resonance imaging (MR), positron emitting tomography (PET) and ultrasound imaging.&nbsp; Emphasis is on sensors, methods and algorithms for image reconstruction, and the architecture of the devices.</p><p>Students choose two projects they deliver towards the end of the semester. One project is in the field of imaging and the other in modelling. The former will be delivered by a report, lecture slides and a 35 minutes lecture with 10 minutes for questions and discussion. This material is a part of the course for all participating students. Reports and presentations are made accessible for students.</p><p>The latter is a modelling project and deliverable is a short report.&nbsp; The goal is that the student acquires a thorough understanding of his own theme and a good understanding of the themes of his fellow students. In the imaging the assignment can be in the frame of positron emitting tomography (PET) or in ultrasound imaging technology. Every student takes one aspect of the imaging chain and in summary the reports should give a good understanding of PET and ultrasound imaging. The later assignment is in the frame of modelling. Its purpose is to train FEA methods and to demonstrate how going from CT/MRI scans to a 3D model to a finite element model can be achieved.&nbsp;</p><p>Ultrasound current source density imaging is an emerging technology, technology in development.&nbsp; This is an attempt to investigate the future. The fundamental physics of the method are covered, main properties and the need for technological developments.&nbsp; Then the possibilities in diagnostic and therapy monitoring will be discussed.&nbsp; Loadstar of the coverage is how physiology, physics, mathematics and electronic are applied to define the system and used for its design.&nbsp;</p><p>Prerequisite of the course is a BS degree in biomedical engineering.&nbsp; That means adequate coverage of mathematics, physics including modern physics and physiology.&nbsp; Then students should have knowledge in electrical theory, electronics, automatic control theory, computers and signal processing.&nbsp;&nbsp;&nbsp;</p>";Enska;0
48;T-863-EIIP;Orka í iðnaðarferlum;Verkfræðideild;Haustönn 2022;12V;8;<p>Að hvetja nemendur til að hugsa um möguleika Íslands til að hagnýta endurnýjanlega orku. Áherslan er á að nemendur fræðist um framleiðsluferli í efnisfræði en einnig hugað að öðrum leiðum til verðmætasköpunar úr orku. Farið verður yfir framleiðsluferli í íslenskum framleiðslufyrirtækjum, t.d. framleiðslu kísiljárns, rafgreiningu áls, framleiðslu steinullar, eldsneytis og fleira. Kynnt verða ýmis stærri framleiðsluferli, með sérstakri áherslu á þau ferli sem þykja fýsilegur kostir á Íslandi. Lögð verður áhersla á að nemendur fái yfirsýn yfir framleiðsluferlin, hráefni, orkugjafa/orkuþörf, framleiðsluaðferðir, mengun, afurðir o.fl. Einnig verður rætt um efnahagslegan bakgrunn, þ.e. kostnað, hagnað og markaðssveiflur. Einkunn byggir á heimaverkefnum auk tveggja stórra hagnýtra verkefna sem unnin eru samhliða fyrirlestrum allt misserið. Farið verður í vettvangsferðir</p>;Enska;0
49;T-865-MADE;Hönnun vélbúnaðar;Verkfræðideild;Haustönn 2022;12V;8;<p>Þetta námskeið er kennt á ensku. Kerfisbundin nálgun til að hanna vélar sem eru áreiðanlegar og framkvæma verkefni ítrekað. Þættir sem eru léttvægir fyrir lágflutningsvélar geta fljótt orðið ómögulegar hindranir án réttu tækjanna og tækninnar. Í þessu námskeiði verður þessi tækni notuð fyrir hönnun og smíði há-afkasta véla(r) með styrktaraðilum okkar. Einföld stjórnborð verða smíðuð fyrir slíkar vélar með því að nota Arduino/ATMega smástjórnenda borð með því að nota þrívíddarhönnunarhugbúnað eins og PTC Creo fyrir líkanavélar. LaTeX er kynnt fyrir viðeigandi skjölun og tilvísanir með undirútgáfum eins og vélbúnaði fyrir samvinnu.<br></p>;Enska;0
50;T-866-HIVO;Háspennutækni;Verkfræðideild;Haustönn 2022;12V;8;"<p><strong>Content: </strong></p><p>• Electric field characteristics. Analytical estimation of electric fields.</p><p>• Numerical computing of voltage distributions and electric fields using Finite-Difference codes. Numerical solving of Laplace Equation.</p><p>• Numerical analysis of E-fields using CST EM Studio.</p><p>• Generation of DC, AC and impulse high-voltages.</p><p>• Measurement of DC, AC and impulse high-voltages.</p><p>• Breakdown in gases, liquids, and solid dielectrics. Application of insulating materials in electrical components.&nbsp; Design of insulators.</p><p>• Overvoltage phenomenon.</p>";Enska;0
51;T-867-GRID;Smart-Grid and Sustainable Power Systems;Verkfræðideild;Haustönn 2022;12V;8;<ul><li>Introduction to electric power systems</li><li>Energy resources and power plants</li><li>Introduction to Smart-Grids</li><li>Smart-Grids control and automation</li><li>Information and communications technologies (ICT) applications for Smart-Grids</li><li>Renewable energy and emerging technologies</li><li>Stability analysis for Smart-Grids</li><li>Power electronics and high voltage direct current (HVDC) transmission in Smart-Grids</li><li>Case studies, experiences, test cases or a projects in Smart-Grids</li></ul>;Enska;0
52;T-869-COMP;Tölvusjón;Verkfræðideild;Haustönn 2022;3V;6;"<p>Image formation, cameras and projection models, low-level image processing methods such as filtering, edge detection, interest operators, optical flow; mid-level vision topics such as model fitting and image-to-image matching; shape and motion estimation from multiple cameras, multiple-view constraints, probabilistic models and MAP estimationt, robust estimation using RANSAC; high-level vision tasks such as object and scene recognition, tracking using dynamic models and Kalman filtering.<br></p>";Enska;0
53;T-899-MEIS;Meistaraverkefni;Verkfræðideild;Haustönn 2022;15V;30;<p>In order to graduate with an MSc from the School of Science and Engineering all students must complete a project that results in a formal thesis and a public defence of the thesis. The thesis can be submitted either in English or Icelandic and should sufficiently present a body of work commensurate with the number of credits of the particular MSc project.<br><br>While the thesis itself has to comply with the layout instructions in regard to the front, back and title pages, it can consist mainly of published or submitted research papers. In this case, a detailed summary of a length to be determined by the student’s supervisor shall be provided as an introduction to the published material, explaining the context and coherence of the work.<br><br>The official completion of the MSc thesis is signified by the student submitting the final version of the thesis, signed by himself/herself, the supervisor(s) and the examiner to the RU library as well as an electronic version (PDF) for the programme manager for publication on the RU-SSE web site.<br><br>If a student plans to graduate in a particular graduation ceremony, the following deadlines have to be respected. Should any of the deadlines below not be respected the student will have to wait for the following graduation ceremony before he/she can graduate. Students are responsible for adhering to these deadlines and are advised to deliver their work in good time.<br><br>The deadline schedule for the purpose of graduation is as follows (where t is the graduation date):<br>• Thesis delivered to supervisor t-50*<br>• Supervisor comments delivered to student t-40**<br>• Thesis delivered to supervisor and examiner t-20*<br>• Defence t-14**<br>• Signed final version of thesis delivered to SSE office t-11**<br>• Grade posted to the Registrar by SSE office t-11*<br>• Graduation t**<br><br>* Can be modified by mutual agreement of the supervisor, student and examiner.<br>** Firm deadlines.</p>;Enska;0
54;T-900-MEIS;Meistaraverkefni;Verkfræðideild;Haustönn 2022;;30;<p>In order to graduate with an MSc from the School of Science and Engineering all students must complete a project that results in a formal thesis and a public defence of the thesis. The thesis can be submitted either in English or Icelandic and should sufficiently present a body of work commensurate with the number of credits of the particular MSc project.<br><br>While the thesis itself has to comply with the layout instructions in regard to the front, back and title pages, it can consist mainly of published or submitted research papers. In this case, a detailed summary of a length to be determined by the student’s supervisor shall be provided as an introduction to the published material, explaining the context and coherence of the work.<br><br>The official completion of the MSc thesis is signified by the student submitting the final version of the thesis, signed by himself/herself, the supervisor(s) and the examiner to the RU library as well as an electronic version (PDF) for the programme manager for publication on the RU-SSE web site.<br><br>If a student plans to graduate in a particular graduation ceremony, the following deadlines have to be respected. Should any of the deadlines below not be respected the student will have to wait for the following graduation ceremony before he/she can graduate. Students are responsible for adhering to these deadlines and are advised to deliver their work in good time.<br><br>The deadline schedule for the purpose of graduation is as follows (where t is the graduation date):<br>• Thesis delivered to supervisor t-50*<br>• Supervisor comments delivered to student t-40**<br>• Thesis delivered to supervisor and examiner t-20*<br>• Defence t-14**<br>• Signed final version of thesis delivered to RU library t-11**<br>• Grade posted to the Registrar by supervisor t-11*<br>• Graduation t**<br><br>* Can be modified by mutual agreement of the supervisor, student and examiner.<br>** Firm deadlines.</p>;Íslenska;0
55;T-901-MEI2;Meistaraverkefni seinni hluti;Verkfræðideild;Haustönn 2022;15V;30;"In order to graduate with an MSc from the School of Science and Engineering all students must complete a project that results in a formal thesis and a public defence of the thesis. The thesis can be submitted either in English or Icelandic and should sufficiently present a body of work commensurate with the number of credits of the particular MSc project. <br><br>
While the thesis itself has to comply with the layout instructions in regard to the front, back and title pages, it can consist mainly of published or submitted research papers. In this case, a detailed summary of a length to be determined by the student’s supervisor shall be provided as an introduction to the published material, explaining the context and coherence of the work.<br><br>
The official completion of the MSc thesis is signified by the student submitting the final version of the thesis, signed by himself/herself, the supervisor(s) and the examiner to the RU library as well as an electronic version (PDF) for the programme manager for publication on the RU-SSE web site.<br><br>
If a student plans to graduate in a particular graduation ceremony, the following deadlines have to be respected. Should any of the deadlines below not be respected the student will have to wait for the following graduation ceremony before he/she can graduate. Students are responsible for adhering to these deadlines and are advised to deliver their work in good time.<br><br>
The deadline schedule for the purpose of graduation is as follows (where t is the graduation date):
<br>• Thesis delivered to supervisor t-32*
<br>• Supervisor comments delivered to student t-22**
<br>• Thesis delivered to supervisor and examiner t-13*
<br>• Defence t-7**
<br>• Signed final version of thesis delivered to RU library t-5**
<br>• Grade posted to the Registrar by supervisor t-4*
<br>• Graduation t** <br><br>
* Can be modified by mutual agreement of the supervisor, student and examiner.<br>
** Firm deadlines.";Enska;0
56;T-910-PROP;Thesis Proposal Defense;Verkfræðideild;Haustönn 2022;15V;60;;Enska;0
57;T-930-PROG;Thesis Progress Report;Verkfræðideild;Haustönn 2022;15V;60;;Enska;0
58;T-950-DEFE;Thesis Defense;Verkfræðideild;Haustönn 2022;15V;60;;Enska;0
59;T-101-INNF;Fjármálaverkfræði - inngangur;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Grunnnám, grunnnámskeið. &nbsp;&nbsp;&nbsp;<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið FV.<br><strong>Nauðsynlegir undanfarar: </strong>Stærðfræði I (T-101-STA1), Línuleg algebra (T-211-LINA). Aðrir ráðlagðir undanfarar: Grunnkunnátta í Excel</p><p>Fjármálaverkfræðin byggir á notkun mismunandi grundvallar fjármálaverkfæra, svo sem framvirkra samninga, skipta samninga og kaupréttar samninga til þess að hanna ný fjármálaverkfæri, sem búa yfir mismunandi fjárstreymiseiginleikum og áhættu. Hönnun þessara samsettu fjármálaverkfæra byggir á notkun stærðfræðilegra aðferða og hermunartækni. Verkfræði þátturinn byggir á þeirri staðreynd að nýjar fjármálaafurðir eru samsettar úr<br>öðrum grunnverkfærum. Hugmyndin er sú að samsettu verkfærin búi yfir nýjum eiginleikum sem grunnverkfærin sjálf búa ekki yfir. Í þessu námskeiði verða aðferðir fjármálaverkfræðinnar kynntar fyrir nemendum. Mörg dæmi verða tekin þar sem sýnt verður hvernig þessum aðferðum er beitt til að leysa fjölda hagnýtra verkefna. Við útreikninga og hermanir verður notast við Excel og eða Matlab&nbsp;</p>";Íslenska;1
60;T-101-STA1;Stærðfræði I;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> 1. Grunnnám, grunnnámskeið.<br><strong>Tegund námskeiðs:</strong> Skyldunámskeið fyrir allar námsbrautir í verkfræði.<br><strong>Nauðsynlegir undanfarar:</strong> Engir undanfarar.<br><br>Námskeiðið fjallar um stærðfræðigreiningu raungildra falla af einni breytistærð. Auk þess er farið í undirstöðureikning með tvinntölum. Umfjöllun verður um mikilvægustu föllin og eiginleika þeirra, hér undir; markgildi, samfelldni, diffrun, heildun, línulega nálgun og Taylor-margliður. &nbsp;Að auki skoðum við nokkrar einfaldar diffurjöfnur og lærum um þrepun. &nbsp;Áhersla er lögð á að nemendur tileinki sér stærðfræðilega táknanotkun og geti skilið og beitt stærðfræðilegri röksemdafærslu.</p><p><strong>Lesefni: </strong>Robert A. Adams<strong>, </strong><em>Calculus, A Complete Course</em>. Fyrirlestrarglósur frá kennara.</p>";Íslenska;0
61;T-102-EDL1;Eðlisfræði I;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:&nbsp;</strong>&nbsp;1. Grunnnám, grunnnámskeið.<br><strong>Tegund námskeiðs:</strong>&nbsp; &nbsp;Skyldunámskeið fyrir allar námsbrautir í verkfræði.<br><strong>???????Nauðsynlegir undanfarar: </strong>Engir undanfarar.</p><p>Eðlisfræði er grunnur að hefðbundum greinum verkfræðinnar en aðferðafræði eðlisfræðinnar, sérstaklega líkanagerð, nær langt út fyrir þessi hefðbundnu svið. Til dæmis nýtast aðferðir eðlisfræðinnar til að lýsa kerfum í líffræði, hagfræði og fjármálum. Í áfanganum er nemandinn þjálfaður í að lýsa einfaldri hreyfingu hluta og grunnatriðum varmafræði. Eðlisfræðin eykur skilning á umhverfi okkar, náttúrunni og tækninni, og gefur innsýn sem hvetur og styður við skapandi hugsun við lausn verkefna.</p><p><br><strong>Lesefni:</strong> H.D Young and R.A Freedman, University Physics with Modern Physics.</p>";Íslenska;0
62;T-106-BURD;Stöðu og burðarþolsfræði;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Grunnnám, grunnnámskeið. &nbsp;&nbsp;&nbsp;<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið hátækniverkfræði, orkuverkfræði, vélaverkfræðiá 1. ári, skyldunámskeið heilbrigðisverkfræði á 2. ári.<br><strong>Nauðsynlegir undanfarar:</strong> Stærðfræði 1 (T-101-STA1), Eðlisfræði 1 (T-102-EDL1).</p><p>Efnistök námskeiðsins: Kraftakerfi, kraftajafnvægi, samsettar einingar og virki; Spenna og streita; Þolfræði efna; 2D og 3D spennuástand og Mohr hringur; Brotkenning Von Mieses; Aflögun öxla vegna tog- og þrýstikrafta og vindu; Niðurbeygja bita; Stöðufræðilega ákveðin og óákveðin viðfangsefni.</p><p><strong>Lesefni: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>J. M Gere, B.J Goodno, <em>Mechanics of Materials.</em></p><p><br></p>";Íslenska;1
63;T-106-REVE;Notkun verkfræðilegra aðferða og líkana við rekstur og stjórnun;Verkfræðideild;Vorönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong>                   1. Grunnnám, grunnnámskeið.<br><strong>Tegund námskeiðs</strong>:            Skyldunámskeið RV.<br><strong>Nauðsynlegir undanfarar:</strong> Engir.</p><p>Fjallað verður um öll helstu svið stjórnunar og þá aðferðafræði og hugsun sem þar hefur verið þróuð út frá verkfræðilegri nálgun. Við förum í fyrirlestrum í gegnum aðferðafræðina, vinnum verkefni í kennslustofunni og heimsækjum fyrirtæki og upplifum notkun aðferðanna eftir því sem kostur er.</p><p>Námskeiðinu er ætlað að gefa yfirlit yfir verkfræðilega nálgun við rekstur og stjórnun og grunn undir viðfangsefni námsbrautarinnar. Fjallað er um:</p><ul><li>Stefnumótun, markmiðasetningu og árangursmælingar.</li><li>Kostnaðar- og afkomútreikninga og “stjórnun” efnahagsreiknings fyrirtækja.</li><li>Stjórnun; hlutverk og starf stjórna, skipurit og starfsmannamál.</li><li>Viðskiptavininn og samkeppnisgreiningu, svo sem markaðsgreiningu, eftirspurnarföll og markaðsaðgerðir.</li><li>Verðmætasköpunarferlið; innkaup, birgðastýringu, framleiðsluskipulagningu og framleiðslustjórnun.</li><li>Tækni, tækniþróun, rannsóknir, þróunarstarfsemi og nýsköpun.</li></ul><p><strong>Lesefni:</strong> 1. <em>Handbók athafnamannsins I</em>: Stefna, stjórnun og starfsmenn. Höfundur Páll Kr. Pálsson. Útgefandi Skyggni ehf og SPRON. Sept. 2006. 2. <em>Handbók athafnamannsins II</em>: Gerð rekstrar og viðskiptaáætlana, Nýsköpun og þróun, Arðsemisútreikningar og verðmat, Kostnaðargreiningar. Höfundur Páll Kr. Pálsson. Skyggni ehf. Sept. 2018. 3. Annað námsefni, einkum af netinu, verður kynnt samhliða framvindu námskeiðsins.</p>";Íslenska;0
64;T-201-FOR1;Forritun fyrir verkfræðinema;Verkfræðideild;Vorönn 2022;12V;6;<p><strong>Stig námskeiðs: </strong>1. Grunnnám, grunnnámskeið.<br><strong>Tegund námskeiðs: </strong>Skyldunámskeið fyrir allar námsbrautir í verkfræði.<br><strong>Nauðsynlegir undanfarar: </strong>Engir.</p><p>Þetta er inngangsnámskeið í forritun með Python. Fjallað er um grunneiningar í forritun, t.d. breytur, tög, stýriskipanir og föll. Jafnfram er lögð áhersla á innbyggðar gagnagrindur eins og strengi, lista, mengi og uppflettitöflur. Skoðað er hvernig má nota Python til að lesa inn, flokka og greina gögn geymd í textaskrám. Hugtakið klasi er kynnt og hvernig það styður við hjúpun og upplýsingarhuld í hlutbundinni forritun. Nemendur læra að nota bæði samþætt þróunarumhverfi og skipanaham til að þróa og keyra forrit.</p>;Íslenska;0
